pair_ID	resume	jd	score
1072	"Took ownership of the app, used Jira tool for requirement gathering, GitHub and Git Lab as version control systems."	"Experience of using enterprise grade requirements management solutions such as Jira, HP ALM"	five
1073	"Oracle,SQL SERVER, MYSQL, DBtwo"	Database management and troubleshooting skills	five
1074	Created API documentations	Experience in Selenium or Cypress or Swagger or Postman	five
1075	"Working experience with DevOps practices in application technology including continuous integration and delivery processes using Jenkins, Bamboo, CruiseControl, Ansible, Chef or Puppet."	CT(Continous Testing) -> Experience in Selenium or Cypress or Swagger or Postman	five
1076	Enforced Agile and Scrum development methodologies on interface projects to shorten development times.	Experience in Agile Methodology	five
1077	"Familiar with AWS services like ECtwo, ELB, Sthree, VPC, EBS, IAM etc Using knife and test kitchen to test cookbooks locally before deploying to AWS environments."	"Analysing, executing, and streamlining DevOps practices. Capture and share best-practice knowledge amongst the AWS solutions architect/developers. Architecting overall, comprehensive, and efficient practices."	five
1078	Added hooks in the project and moved some class-based components to functional components	Setting up a continuous build environment to speed up software development and deployment process	five
1079	Bachelor of Technology: Civil EngineeringJNT University	"Bachelor's Degree in Computer Science or in ""STEM"" Majors (Science, Technology, Engineering and Math) with strong professional experience of one0+ years in DevOps Environment and hands on experience designing Scalable AWS solutions. Up to date on Agile & DevOps knowledge of its benefits and actual experience implementing as a champion."	three
1080	Worked on RDS (Oracle) installation and management in AWS platform.	"Broad experience of additional AWS Product sets such as EMR, Redshift, SQS, SNS, AWS IoT, API Gateway etc. products and their design/usage. Deep knowledge of the primary AWS services (ECtwo, ELB, RDS, Routefivethree, Sthree & AWS-IoT)"	four
1081	"Familiar with AWS services like ECtwo, ELB, Sthree, VPC, EBS, IAM etc Using knife and test kitchen to test cookbooks locally before deploying to AWS environments."	Strong track record of architecting custom solutions utilizing AWS services	five
1082	"0five/onetwo/two0onethreeUniversity of Illinois ? Chicago Chicago, IL 
Master of ScienceElectrical and Computer Engineering 
GPA: GPA: four.00/four.00 
Electrical and Computer Engineering GPA: four.00/four.00"	A degree in Computer Science or at least one years relevant experience in a large-scale online technical operations environment	five
1083	Excellent communication skills in written and verbal both.	Excellent written and verbal communication skills to facilitate efficient and effective interaction with peers and customers	five
1084	Ability to work as individual as well as in group and Self -Motivated with Positive Attitude Academia	Effective organisational skills to maintain a consistently high standard of operations in a busy environment	five
1085	Full stack development of the internal product system using Laravel.	Strong knowledge of the computer science fundamentals and good understanding of multi tiered software systems	three
1086	Provide helpdesk support to end-users of proprietary software.	"Provide critical technical support, incident response and incident management to seller experience internal customers to include monitoring and management of communications during high impact events (via conference calls utilizing an established Event Management process) and close collaboration with level-two and level-three resolvers"	four
1087	"Master of Science: Electrical Engineering, two009"	MS or BS in Computer Science or equivalent	two
